,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
3066,Theo Pinson,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220202
3067,Moses Brown,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220202
3068,Trey Burke,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220202
3069,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220202
3070,Team Totals,Dallas Mavericks,265,46,98,0.469,14,43,0.326,8,10,0.8,13,26,39,28,12,8,13,21,114,0,265,0.557,0.541,0.439,0.102,26.5,65.0,43.8,60.9,12.2,16.3,11.3,100.0,115.5,121.6,20220202
3071,Luka Dončić,Dallas Mavericks,40:26,13,28,0.464,1,6,0.167,6,9,0.667,3,10,13,15,2,0,3,1,33,19,40:26,0.516,0.482,0.214,0.321,8.7,33.9,20.3,75.6,2.7,0.0,8.6,39.5,121.0,107.0,20220204
3072,Dorian Finney-Smith,Dallas Mavericks,39:22,5,12,0.417,3,8,0.375,0,0,0.0,1,1,2,0,3,0,2,2,13,14,39:22,0.542,0.542,0.667,0.0,3.0,3.5,3.2,0.0,4.1,0.0,14.3,16.2,96.0,108.0,20220204
3073,Jalen Brunson,Dallas Mavericks,38:35,7,15,0.467,1,4,0.25,4,5,0.8,1,4,5,4,0,0,0,1,19,1,38:35,0.552,0.5,0.267,0.333,3.0,14.2,8.2,16.4,0.0,0.0,0.0,20.4,129.0,116.0,20220204
3074,Reggie Bullock,Dallas Mavericks,36:10,5,14,0.357,4,11,0.364,6,6,1.0,0,4,4,0,0,0,1,1,20,8,36:10,0.601,0.5,0.786,0.429,0.0,15.2,7.0,0.0,0.0,0.0,5.7,22.3,121.0,116.0,20220204
3075,Dwight Powell,Dallas Mavericks,34:19,6,6,1.0,0,0,0.0,2,2,1.0,3,2,5,1,3,0,3,5,14,9,34:19,1.017,1.0,0.0,0.333,10.2,8.0,9.2,4.6,4.7,0.0,30.4,13.1,139.0,106.0,20220204
3076,Josh Green,Dallas Mavericks,18:06,0,1,0.0,0,1,0.0,0,0,0.0,1,6,7,1,0,0,1,1,0,-4,18:06,0.0,0.0,1.0,0.0,6.5,45.5,24.4,6.8,0.0,0.0,50.0,5.0,56.0,111.0,20220204
3077,Frank Ntilikina,Dallas Mavericks,11:20,1,3,0.333,1,3,0.333,1,1,1.0,0,1,1,0,0,0,0,0,4,4,11:20,0.581,0.5,1.0,0.333,0.0,12.1,5.6,0.0,0.0,0.0,0.0,13.9,127.0,116.0,20220204
3078,Marquese Chriss,Dallas Mavericks,10:53,0,3,0.0,0,1,0.0,0,0,0.0,2,1,3,1,0,0,0,5,0,-1,10:53,0.0,0.0,0.333,0.0,21.5,12.6,17.4,11.3,0.0,0.0,0.0,12.6,66.0,114.0,20220204
3079,Trey Burke,Dallas Mavericks,8:01,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-6,8:01,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,104.0,118.0,20220204
3080,Boban Marjanović,Dallas Mavericks,2:48,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,1,2:48,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,200.0,117.0,20220204
3081,Moses Brown,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220204
3082,Maxi Kleber,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220204
3083,Theo Pinson,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220204
3084,Team Totals,Dallas Mavericks,240,39,85,0.459,10,34,0.294,19,23,0.826,11,29,40,22,8,0,10,18,107,0,240,0.562,0.518,0.4,0.271,26.8,82.9,52.6,56.4,9.0,0.0,9.5,100.0,120.9,110.8,20220204
3085,Dorian Finney-Smith,Dallas Mavericks,41:52,3,12,0.25,3,10,0.3,2,2,1.0,1,3,4,2,1,1,1,2,11,4,41:52,0.427,0.375,0.833,0.167,2.4,6.7,4.7,6.6,1.2,1.6,7.2,14.8,95.0,104.0,20220206
3086,Reggie Bullock,Dallas Mavericks,38:15,8,14,0.571,6,10,0.6,0,0,0.0,1,8,9,2,2,0,1,2,22,3,38:15,0.786,0.786,0.714,0.0,2.7,19.7,11.5,9.0,2.7,0.0,6.7,17.5,143.0,96.0,20220206
3087,Dwight Powell,Dallas Mavericks,36:23,5,8,0.625,0,1,0.0,2,3,0.667,3,4,7,3,0,2,1,2,12,3,36:23,0.644,0.625,0.125,0.375,8.4,10.3,9.4,12.6,0.0,3.8,9.7,12.6,136.0,104.0,20220206
3088,Jalen Brunson,Dallas Mavericks,30:27,9,14,0.643,4,5,0.8,0,0,0.0,0,5,5,5,1,0,4,5,22,8,30:27,0.786,0.786,0.357,0.0,0.0,15.5,8.0,33.1,1.7,0.0,22.2,26.3,119.0,101.0,20220206
3089,Luka Dončić,Dallas Mavericks,27:42,6,17,0.353,1,3,0.333,5,6,0.833,3,7,10,11,1,0,1,5,18,10,27:42,0.458,0.382,0.176,0.353,11.1,23.8,17.7,69.1,1.8,0.0,4.8,33.2,124.0,96.0,20220206
3090,Josh Green,Dallas Mavericks,23:21,3,10,0.3,1,3,0.333,2,2,1.0,2,4,6,1,3,1,2,1,9,8,23:21,0.414,0.35,0.3,0.2,8.7,16.1,12.6,6.5,6.5,2.9,15.5,24.6,85.0,88.0,20220206
3091,Frank Ntilikina,Dallas Mavericks,15:13,0,4,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,1,1,1,0,2,15:13,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,4.5,20.0,14.6,0.0,108.0,20220206
3092,Trey Burke,Dallas Mavericks,15:10,3,7,0.429,1,1,1.0,0,0,0.0,1,1,2,1,0,0,2,5,7,1,15:10,0.5,0.5,0.143,0.0,6.7,6.2,6.5,11.1,0.0,0.0,22.2,26.4,85.0,108.0,20220206
3093,Marquese Chriss,Dallas Mavericks,11:37,1,2,0.5,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,2,2,6,11:37,0.5,0.5,0.0,0.0,8.8,32.4,21.1,0.0,0.0,0.0,33.3,11.5,78.0,96.0,20220206
3094,Theo Pinson,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220206
3095,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220206
3096,Maxi Kleber,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220206
3097,Moses Brown,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220206
3098,Team Totals,Dallas Mavericks,240,38,88,0.432,16,36,0.444,11,13,0.846,12,36,48,25,8,5,14,25,103,0,240,0.55,0.523,0.409,0.148,25.5,70.6,49.0,65.8,8.5,7.1,13.0,100.0,109.2,99.6,20220206
3099,Luka Dončić,Dallas Mavericks,32:52,9,18,0.5,5,9,0.556,10,14,0.714,0,7,7,11,1,2,5,3,33,35,32:52,0.683,0.639,0.5,0.778,0.0,18.9,11.1,59.8,1.5,5.1,17.1,41.7,128.0,87.0,20220208
3100,Dorian Finney-Smith,Dallas Mavericks,29:07,4,6,0.667,2,3,0.667,1,1,1.0,1,6,7,3,2,0,2,2,11,16,29:07,0.854,0.833,0.5,0.167,4.3,18.3,12.5,14.8,3.4,0.0,23.7,13.6,137.0,86.0,20220208
3101,Reggie Bullock,Dallas Mavericks,28:56,4,9,0.444,4,8,0.5,0,0,0.0,0,4,4,1,0,0,0,1,12,24,28:56,0.667,0.667,0.889,0.0,0.0,12.3,7.2,5.0,0.0,0.0,0.0,14.6,129.0,96.0,20220208
3102,Jalen Brunson,Dallas Mavericks,25:47,7,11,0.636,2,4,0.5,5,5,1.0,0,1,1,4,0,0,1,1,21,13,25:47,0.795,0.727,0.364,0.455,0.0,3.4,2.0,27.6,0.0,0.0,7.0,25.9,155.0,100.0,20220208
3103,Dwight Powell,Dallas Mavericks,20:00,4,6,0.667,0,0,0.0,2,3,0.667,4,3,7,1,0,0,0,2,10,9,20:00,0.683,0.667,0.0,0.5,25.3,13.3,18.3,7.9,0.0,0.0,0.0,17.2,161.0,95.0,20220208
3104,Trey Burke,Dallas Mavericks,21:05,7,12,0.583,4,6,0.667,0,0,0.0,0,3,3,1,1,0,3,2,18,2,21:05,0.75,0.75,0.5,0.0,0.0,12.6,7.4,9.5,2.4,0.0,20.0,33.4,105.0,91.0,20220208
3105,Josh Green,Dallas Mavericks,20:50,1,2,0.5,0,0,0.0,0,0,0.0,0,3,3,0,3,0,0,2,2,20,20:50,0.5,0.5,0.0,0.0,0.0,12.8,7.5,0.0,7.2,0.0,0.0,4.5,98.0,81.0,20220208
3106,Maxi Kleber,Dallas Mavericks,17:53,2,2,1.0,1,1,1.0,0,0,0.0,0,7,7,1,0,1,0,1,5,29,17:53,1.25,1.25,0.5,0.0,0.0,34.8,20.4,7.8,0.0,4.7,0.0,5.3,249.0,84.0,20220208
3107,Frank Ntilikina,Dallas Mavericks,15:49,2,5,0.4,0,2,0.0,0,0,0.0,0,3,3,1,0,1,0,2,4,6,15:49,0.4,0.4,0.4,0.0,0.0,16.9,9.9,8.9,0.0,5.3,0.0,14.9,91.0,91.0,20220208
3108,Marquese Chriss,Dallas Mavericks,15:11,0,6,0.0,0,1,0.0,0,0,0.0,1,2,3,0,3,0,2,2,0,1,15:11,0.0,0.0,0.167,0.0,8.3,11.7,10.3,0.0,9.9,0.0,25.0,24.8,13.0,75.0,20220208
3109,Theo Pinson,Dallas Mavericks,9:00,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,9:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,101.0,20220208
3110,Moses Brown,Dallas Mavericks,3:30,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,1,0,0,0,0,3:30,0.0,0.0,0.0,0.0,0.0,50.8,29.8,34.3,0.0,24.1,0.0,0.0,245.0,66.0,20220208
3111,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220208
3112,Team Totals,Dallas Mavericks,240,40,79,0.506,18,36,0.5,18,23,0.783,6,41,47,24,10,5,13,18,116,0,240,0.651,0.62,0.456,0.291,15.8,75.9,51.1,60.0,10.4,8.8,12.7,100.0,121.1,89.8,20220208
3113,Dorian Finney-Smith,Dallas Mavericks,40:42,5,10,0.5,2,6,0.333,0,0,0.0,1,6,7,1,3,0,3,4,12,16,40:42,0.6,0.6,0.6,0.0,3.4,19.1,11.5,3.7,3.8,0.0,23.1,14.9,96.0,106.0,20220210
3114,Luka Dončić,Dallas Mavericks,39:48,17,26,0.654,7,14,0.5,10,14,0.714,0,9,9,6,1,1,7,4,51,9,39:48,0.793,0.788,0.538,0.538,0.0,29.3,15.1,41.4,1.3,2.1,17.9,45.9,132.0,108.0,20220210
3115,Jalen Brunson,Dallas Mavericks,37:24,3,12,0.25,0,3,0.0,5,5,1.0,0,5,5,4,0,0,2,0,11,13,37:24,0.387,0.25,0.25,0.417,0.0,17.3,8.9,15.0,0.0,0.0,12.3,20.2,88.0,115.0,20220210
3116,Reggie Bullock,Dallas Mavericks,36:55,3,7,0.429,2,6,0.333,3,3,1.0,0,4,4,1,0,0,0,3,11,12,36:55,0.661,0.571,0.857,0.429,0.0,14.1,7.2,3.8,0.0,0.0,0.0,10.5,144.0,115.0,20220210
3117,Dwight Powell,Dallas Mavericks,21:09,2,2,1.0,0,0,0.0,4,4,1.0,0,2,2,2,0,2,1,3,8,13,21:09,1.064,1.0,0.0,2.0,0.0,12.3,6.3,13.6,0.0,7.8,21.0,10.5,176.0,107.0,20220210
3118,Maxi Kleber,Dallas Mavericks,26:51,3,6,0.5,1,4,0.25,1,1,1.0,5,4,9,2,0,0,0,4,8,-6,26:51,0.621,0.583,0.667,0.167,25.5,19.3,22.3,11.0,0.0,0.0,0.0,11.2,162.0,114.0,20220210
3119,Josh Green,Dallas Mavericks,14:17,2,2,1.0,0,0,0.0,0,0,0.0,0,3,3,2,0,0,0,3,4,-6,14:17,1.0,1.0,0.0,0.0,0.0,27.2,14.0,21.5,0.0,0.0,0.0,6.5,209.0,113.0,20220210
3120,Trey Burke,Dallas Mavericks,10:36,1,6,0.167,0,3,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,-6,10:36,0.167,0.167,0.5,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,26.4,50.0,116.0,20220210
3121,Frank Ntilikina,Dallas Mavericks,7:25,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,0,0,0,0,1,5,-5,7:25,0.625,0.625,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,123.0,116.0,20220210
