,Starters,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP.1,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,Date
3196,Reggie Bullock,Dallas Mavericks,36:11,2,9,0.222,1,7,0.143,2,3,0.667,1,5,6,1,1,1,2,2,7,-6,36:11,0.339,0.278,0.778,0.333,3.1,17.0,9.7,3.5,1.4,2.8,16.2,15.3,70.0,109.0,20220301
3197,Jalen Brunson,Dallas Mavericks,33:49,9,15,0.6,4,6,0.667,0,0,0.0,0,2,2,4,4,0,1,2,22,7,33:49,0.733,0.733,0.4,0.0,0.0,7.3,3.5,20.1,5.9,0.0,6.3,21.2,139.0,102.0,20220301
3198,Dwight Powell,Dallas Mavericks,20:51,4,4,1.0,0,0,0.0,5,6,0.833,3,4,7,0,0,0,1,4,13,4,20:51,0.979,1.0,0.0,1.5,16.1,23.6,19.7,0.0,0.0,0.0,13.1,16.5,175.0,114.0,20220301
3199,Maxi Kleber,Dallas Mavericks,27:09,3,5,0.6,0,1,0.0,0,2,0.0,1,6,7,1,1,2,0,2,6,1,27:09,0.51,0.6,0.2,0.4,4.1,27.2,15.1,5.0,1.8,7.4,0.0,9.7,114.0,103.0,20220301
3200,Spencer Dinwiddie,Dallas Mavericks,24:24,5,11,0.455,2,5,0.4,2,2,1.0,0,1,1,9,0,1,2,0,14,7,24:24,0.589,0.545,0.455,0.182,0.0,5.0,2.4,56.8,0.0,4.1,14.4,25.5,125.0,112.0,20220301
3201,Dāvis Bertāns,Dallas Mavericks,10:27,0,4,0.0,0,4,0.0,0,0,0.0,0,1,1,0,0,0,0,2,0,7,10:27,0.0,0.0,1.0,0.0,0.0,11.8,5.6,0.0,0.0,0.0,0.0,17.2,0.0,115.0,20220301
3202,Josh Green,Dallas Mavericks,9:56,3,3,1.0,0,0,0.0,0,0,0.0,2,2,4,2,0,0,0,3,6,6,9:56,1.0,1.0,0.0,0.0,22.5,24.8,23.6,36.5,0.0,0.0,0.0,13.6,208.0,113.0,20220301
3203,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220301
3204,Moses Wright,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220301
3205,Sterling Brown,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220301
3206,Frank Ntilikina,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220301
3207,Team Totals,Dallas Mavericks,240,41,82,0.5,10,35,0.286,17,27,0.63,10,35,45,24,8,7,13,19,109,0,240,0.581,0.561,0.427,0.329,23.3,89.7,54.9,58.5,8.3,14.6,12.2,100.0,113.2,108.0,20220301
3208,Reggie Bullock,Dallas Mavericks,42:04,4,14,0.286,4,12,0.333,2,2,1.0,0,3,3,4,3,1,0,0,14,4,42:04,0.47,0.429,0.857,0.143,0.0,10.1,5.0,11.3,3.8,2.2,0.0,16.5,113.0,119.0,20220303
3209,Luka Dončić,Dallas Mavericks,40:24,15,26,0.577,4,10,0.4,7,9,0.778,2,8,10,9,2,0,6,1,41,8,40:24,0.684,0.654,0.385,0.346,6.8,28.0,17.2,39.3,2.6,0.0,16.7,41.6,126.0,120.0,20220303
3210,Dorian Finney-Smith,Dallas Mavericks,35:25,7,9,0.778,4,5,0.8,0,0,0.0,2,1,3,2,0,0,0,2,18,8,35:25,1.0,1.0,0.556,0.0,7.7,4.0,5.9,7.6,0.0,0.0,0.0,11.9,198.0,131.0,20220303
3211,Dwight Powell,Dallas Mavericks,32:40,5,8,0.625,0,1,0.0,3,5,0.6,3,5,8,2,1,0,0,4,13,11,32:40,0.637,0.625,0.125,0.625,12.6,21.6,17.0,7.8,1.6,0.0,0.0,14.6,150.0,123.0,20220303
3212,Jalen Brunson,Dallas Mavericks,29:13,6,10,0.6,2,2,1.0,0,0,0.0,0,3,3,4,0,0,2,3,14,0,29:13,0.7,0.7,0.2,0.0,0.0,14.5,7.1,18.7,0.0,0.0,16.7,19.2,123.0,129.0,20220303
3213,Spencer Dinwiddie,Dallas Mavericks,28:36,6,11,0.545,2,4,0.5,3,4,0.75,0,1,1,7,0,0,0,2,17,14,28:36,0.666,0.636,0.364,0.364,0.0,4.9,2.4,33.6,0.0,0.0,0.0,20.8,155.0,131.0,20220303
3214,Josh Green,Dallas Mavericks,17:21,1,4,0.25,1,1,1.0,0,0,0.0,1,1,2,1,1,0,1,0,3,-3,17:21,0.375,0.375,0.25,0.0,7.9,8.1,8.0,6.6,3.0,0.0,20.0,13.5,86.0,123.0,20220303
3215,Dāvis Bertāns,Dallas Mavericks,10:35,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,3,0,-2,10:35,0.0,0.0,1.0,0.0,0.0,26.7,13.1,0.0,0.0,0.0,0.0,8.8,0.0,125.0,20220303
3216,Sterling Brown,Dallas Mavericks,3:42,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,5,3:42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,200.0,132.0,20220303
3217,Moses Wright,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220303
3218,Frank Ntilikina,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220303
3219,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220303
3220,Team Totals,Dallas Mavericks,240,45,85,0.529,17,37,0.459,15,20,0.75,8,24,32,29,7,1,9,16,122,0,240,0.65,0.629,0.435,0.235,22.9,70.6,46.4,64.4,7.7,2.0,8.8,100.0,134.2,124.3,20220303
3221,Reggie Bullock,Dallas Mavericks,41:34,5,12,0.417,1,6,0.167,0,0,0.0,1,0,1,1,2,0,1,3,11,2,41:34,0.458,0.458,0.5,0.0,2.6,0.0,1.4,3.4,2.4,0.0,7.7,14.2,94.0,117.0,20220305
3222,Jalen Brunson,Dallas Mavericks,37:15,8,15,0.533,2,3,0.667,5,5,1.0,0,3,3,6,1,0,1,1,23,2,37:15,0.669,0.6,0.2,0.333,0.0,9.9,4.6,26.0,1.3,0.0,5.5,22.1,141.0,117.0,20220305
3223,Spencer Dinwiddie,Dallas Mavericks,35:50,11,22,0.5,2,7,0.286,12,13,0.923,0,2,2,7,0,0,5,5,36,5,35:50,0.649,0.545,0.318,0.591,0.0,6.9,3.2,37.1,0.0,0.0,15.3,41.4,121.0,120.0,20220305
3224,Dorian Finney-Smith,Dallas Mavericks,33:04,6,13,0.462,5,11,0.455,0,0,0.0,0,6,6,2,2,0,1,4,17,-6,33:04,0.654,0.654,0.846,0.0,0.0,22.3,10.4,9.3,3.0,0.0,7.1,19.2,123.0,110.0,20220305
3225,Dwight Powell,Dallas Mavericks,28:04,3,5,0.6,0,0,0.0,0,1,0.0,1,6,7,2,0,0,1,6,6,-5,28:04,0.551,0.6,0.0,0.2,3.8,26.3,14.3,9.8,0.0,0.0,15.5,10.4,109.0,115.0,20220305
3226,Josh Green,Dallas Mavericks,28:54,4,6,0.667,2,3,0.667,2,4,0.5,6,6,12,1,1,0,1,1,12,5,28:54,0.773,0.833,0.5,0.667,22.1,25.6,23.7,5.0,1.7,0.0,11.4,13.7,155.0,113.0,20220305
3227,Dāvis Bertāns,Dallas Mavericks,14:33,2,5,0.4,2,4,0.5,1,2,0.5,0,3,3,2,0,1,0,1,7,2,14:33,0.595,0.6,0.8,0.4,0.0,25.4,11.8,19.8,0.0,4.8,0.0,18.3,134.0,112.0,20220305
3228,Sterling Brown,Dallas Mavericks,8:50,1,3,0.333,0,1,0.0,0,0,0.0,1,3,4,0,0,1,0,1,2,2,8:50,0.333,0.333,0.333,0.0,12.1,41.8,25.9,0.0,0.0,7.9,0.0,15.4,92.0,106.0,20220305
3229,Frank Ntilikina,Dallas Mavericks,7:52,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,7:52,0.0,0.0,0.0,0.0,13.6,0.0,7.3,15.3,0.0,0.0,0.0,11.5,67.0,122.0,20220305
3230,Trey Burke,Dallas Mavericks,4:04,0,1,0.0,0,1,0.0,0,2,0.0,0,0,0,0,1,0,0,0,0,-2,4:04,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,0.0,97.0,20220305
3231,Boban Marjanović,Dallas Mavericks,0:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220305
3232,Moses Wright,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220305
3233,Team Totals,Dallas Mavericks,240,40,84,0.476,14,36,0.389,20,27,0.741,10,29,39,22,7,2,10,22,114,0,240,0.594,0.56,0.429,0.321,22.2,74.4,46.4,55.0,7.1,2.9,9.4,100.0,116.1,115.1,20220305
3234,Spencer Dinwiddie,Dallas Mavericks,40:21,7,15,0.467,5,9,0.556,4,4,1.0,0,3,3,2,0,0,1,3,23,5,40:21,0.686,0.633,0.6,0.267,0.0,7.8,4.1,7.8,0.0,0.0,5.6,20.0,135.0,119.0,20220307
3235,Dorian Finney-Smith,Dallas Mavericks,38:47,8,14,0.571,4,10,0.4,1,2,0.5,4,1,5,2,1,0,0,3,21,5,38:47,0.706,0.714,0.714,0.143,11.8,2.7,7.0,8.5,1.3,0.0,0.0,17.4,154.0,118.0,20220307
3236,Luka Dončić,Dallas Mavericks,37:44,12,23,0.522,5,11,0.455,6,7,0.857,1,15,16,7,3,1,3,3,35,5,37:44,0.671,0.63,0.478,0.304,3.0,41.5,23.1,37.5,4.1,2.4,10.3,35.0,132.0,96.0,20220307
3237,Reggie Bullock,Dallas Mavericks,34:32,1,5,0.2,1,4,0.25,2,2,1.0,0,3,3,2,0,1,2,3,5,-1,34:32,0.425,0.3,0.8,0.4,0.0,9.1,4.7,7.4,0.0,2.7,25.4,10.4,79.0,117.0,20220307
3238,Dwight Powell,Dallas Mavericks,21:28,5,10,0.5,0,1,0.0,3,3,1.0,3,1,4,1,1,1,0,5,13,-5,21:28,0.574,0.5,0.1,0.3,16.0,4.9,10.2,8.0,2.4,4.3,0.0,23.9,135.0,111.0,20220307
3239,Maxi Kleber,Dallas Mavericks,27:09,3,11,0.273,2,7,0.286,0,2,0.0,0,6,6,1,1,2,1,2,8,16,27:09,0.337,0.364,0.636,0.182,0.0,23.1,12.1,5.2,1.9,6.8,7.8,21.5,69.0,105.0,20220307
3240,Josh Green,Dallas Mavericks,18:22,2,5,0.4,0,2,0.0,0,0,0.0,1,2,3,3,2,0,2,1,4,1,18:22,0.4,0.4,0.4,0.0,6.2,11.4,8.9,23.2,5.6,0.0,28.6,17.3,86.0,105.0,20220307
3241,Dāvis Bertāns,Dallas Mavericks,14:16,1,4,0.25,0,1,0.0,0,0,0.0,0,2,2,1,1,0,0,1,2,9,14:16,0.25,0.25,0.25,0.0,0.0,14.6,7.6,9.4,3.6,0.0,0.0,12.7,69.0,108.0,20220307
3242,Sterling Brown,Dallas Mavericks,7:21,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,5,7:21,0.0,0.0,1.0,0.0,0.0,14.2,7.4,0.0,0.0,0.0,0.0,6.2,0.0,117.0,20220307
3243,Moses Wright,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220307
3244,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220307
3245,Trey Burke,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220307
3246,Team Totals,Dallas Mavericks,240,39,88,0.443,17,46,0.37,16,20,0.8,9,34,43,19,9,5,9,21,111,0,240,0.573,0.54,0.523,0.227,21.4,73.9,48.9,48.7,9.7,9.6,8.5,100.0,119.2,110.6,20220307
3247,Dorian Finney-Smith,Dallas Mavericks,34:33,4,9,0.444,1,4,0.25,0,0,0.0,3,2,5,2,0,1,2,3,9,-14,34:33,0.5,0.5,0.444,0.0,7.9,7.1,7.6,13.0,0.0,2.8,18.2,14.6,95.0,124.0,20220309
3248,Luka Dončić,Dallas Mavericks,34:02,12,25,0.48,3,11,0.273,4,7,0.571,3,3,6,4,1,1,2,3,31,-19,34:02,0.552,0.54,0.44,0.28,8.0,10.8,9.2,56.0,1.6,2.8,6.6,40.4,112.0,119.0,20220309
3249,Reggie Bullock,Dallas Mavericks,29:35,0,8,0.0,0,8,0.0,0,2,0.0,1,6,7,2,0,1,0,0,0,-14,29:35,0.0,0.0,1.0,0.25,3.1,25.0,12.3,12.0,0.0,3.2,0.0,13.7,17.0,117.0,20220309
3250,Jalen Brunson,Dallas Mavericks,25:19,3,12,0.25,0,5,0.0,2,2,1.0,0,5,5,0,1,0,1,3,8,-17,25:19,0.311,0.25,0.417,0.167,0.0,24.3,10.3,0.0,2.1,0.0,7.2,25.1,63.0,114.0,20220309
3251,Dwight Powell,Dallas Mavericks,21:27,3,4,0.75,0,0,0.0,2,2,1.0,2,2,4,0,0,0,0,4,8,-1,21:27,0.82,0.75,0.0,0.5,8.4,11.5,9.7,0.0,0.0,0.0,0.0,10.4,174.0,123.0,20220309
3252,Spencer Dinwiddie,Dallas Mavericks,28:19,3,8,0.375,2,4,0.5,5,8,0.625,0,2,2,0,0,0,0,4,13,-18,28:19,0.564,0.5,0.5,1.0,0.0,8.7,3.7,0.0,0.0,0.0,0.0,18.6,121.0,125.0,20220309
3253,Maxi Kleber,Dallas Mavericks,26:30,0,7,0.0,0,4,0.0,2,2,1.0,2,1,3,2,0,0,0,3,2,-21,26:30,0.127,0.0,0.571,0.286,6.8,4.6,5.9,13.4,0.0,0.0,0.0,13.6,52.0,127.0,20220309
3254,Josh Green,Dallas Mavericks,17:58,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,1,0,3,2,2,-15,17:58,0.5,0.5,0.5,0.0,0.0,6.9,2.9,0.0,3.0,0.0,60.0,12.7,36.0,119.0,20220309
3255,Dāvis Bertāns,Dallas Mavericks,12:35,0,6,0.0,0,5,0.0,0,0,0.0,0,2,2,0,0,0,0,2,0,-21,12:35,0.0,0.0,0.833,0.0,0.0,19.6,8.3,0.0,0.0,0.0,0.0,21.8,0.0,120.0,20220309
3256,Trey Burke,Dallas Mavericks,4:51,1,3,0.333,0,1,0.0,2,2,1.0,1,0,1,1,0,0,0,0,4,-5,4:51,0.0,0.0,0.5,0.0,0.0,25.4,10.8,0.0,0.0,19.8,0.0,18.9,0.0,110.0,20220309
3257,Sterling Brown,Dallas Mavericks,4:51,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,-5,4:51,0.515,0.333,0.333,0.667,18.7,0.0,10.8,57.9,0.0,0.0,0.0,36.6,127.0,129.0,20220309
3258,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220309
3259,Moses Wright,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220309
3260,Team Totals,Dallas Mavericks,240,27,86,0.314,6,44,0.136,17,25,0.68,12,25,37,11,3,4,8,24,77,0,240,0.397,0.349,0.512,0.291,22.6,64.1,40.2,40.7,3.4,8.0,7.6,100.0,86.3,119.9,20220309
3261,Reggie Bullock,Dallas Mavericks,36:07,3,9,0.333,2,8,0.25,0,0,0.0,0,2,2,1,0,1,1,2,8,3,36:07,0.444,0.444,0.889,0.0,0.0,6.6,3.1,3.7,0.0,2.4,10.0,11.7,88.0,106.0,20220311
3262,Josh Green,Dallas Mavericks,35:57,4,10,0.4,1,2,0.5,1,1,1.0,3,3,6,1,4,2,0,4,10,-1,35:57,0.479,0.45,0.2,0.1,8.7,10.0,9.3,3.9,5.4,4.8,0.0,12.3,119.0,92.0,20220311
3263,Luka Dončić,Dallas Mavericks,35:42,9,19,0.474,5,11,0.455,7,10,0.7,1,13,14,6,0,2,5,1,30,16,35:42,0.641,0.605,0.579,0.526,2.9,43.7,21.9,28.9,0.0,4.8,17.6,33.7,116.0,100.0,20220311
3264,Spencer Dinwiddie,Dallas Mavericks,33:02,6,13,0.462,1,4,0.25,3,4,0.75,0,3,3,7,2,1,1,4,16,9,33:02,0.542,0.5,0.308,0.308,0.0,10.9,5.1,32.5,2.9,2.6,6.3,20.2,123.0,99.0,20220311
3265,Dwight Powell,Dallas Mavericks,31:47,9,11,0.818,0,0,0.0,8,9,0.889,6,6,12,3,0,2,2,2,26,19,31:47,0.869,0.818,0.0,0.818,19.7,22.7,21.1,17.2,0.0,5.4,11.8,22.6,166.0,101.0,20220311
3266,Trey Burke,Dallas Mavericks,22:35,6,11,0.545,1,2,0.5,2,2,1.0,0,1,1,1,0,0,2,2,15,5,22:35,0.631,0.591,0.182,0.182,0.0,5.3,2.5,7.8,0.0,0.0,14.4,26.0,110.0,108.0,20220311
3267,Dāvis Bertāns,Dallas Mavericks,21:20,2,10,0.2,1,7,0.143,1,2,0.5,1,4,5,1,0,0,1,2,6,10,21:20,0.276,0.25,0.7,0.2,4.9,22.5,13.1,6.3,0.0,0.0,8.4,23.6,67.0,106.0,20220311
3268,Sterling Brown,Dallas Mavericks,17:13,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,1,2,-2,17:13,0.333,0.333,0.333,0.0,0.0,13.9,6.5,0.0,0.0,0.0,25.0,9.8,51.0,107.0,20220311
3269,Maxi Kleber,Dallas Mavericks,4:17,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,3,0,9,4:17,0.0,0.0,1.0,0.0,24.4,28.0,26.1,0.0,0.0,0.0,0.0,9.9,68.0,102.0,20220311
3270,Boban Marjanović,Dallas Mavericks,1:59,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,109.0,20220311
3271,Frank Ntilikina,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220311
3272,Dorian Finney-Smith,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220311
3273,Team Totals,Dallas Mavericks,240,40,88,0.455,11,36,0.306,22,28,0.786,12,35,47,20,6,8,13,21,113,0,240,0.563,0.517,0.409,0.318,26.1,87.5,54.7,50.0,6.1,14.3,11.5,100.0,114.5,101.3,20220311
3274,Luka Dončić,Dallas Mavericks,38:41,8,16,0.5,4,10,0.4,6,6,1.0,0,8,8,8,3,0,5,0,26,7,38:41,0.697,0.625,0.625,0.375,0.0,20.3,11.4,43.0,4.0,0.0,21.2,29.5,119.0,93.0,20220313
3275,Dorian Finney-Smith,Dallas Mavericks,38:17,7,11,0.636,4,7,0.571,1,2,0.5,0,4,4,3,2,1,2,1,19,3,38:17,0.8,0.818,0.636,0.182,0.0,10.2,5.8,15.5,2.7,2.5,14.4,17.5,130.0,98.0,20220313
3276,Spencer Dinwiddie,Dallas Mavericks,37:13,5,14,0.357,3,6,0.5,5,9,0.556,0,5,5,4,1,0,2,1,18,13,37:13,0.501,0.464,0.429,0.643,0.0,13.2,7.4,19.4,1.4,0.0,10.0,25.9,98.0,101.0,20220313
3277,Jalen Brunson,Dallas Mavericks,36:58,6,12,0.5,2,4,0.5,0,0,0.0,1,3,4,2,0,0,3,3,14,8,36:58,0.583,0.583,0.333,0.0,3.4,7.9,6.0,10.3,0.0,0.0,20.0,19.6,94.0,106.0,20220313
3278,Dwight Powell,Dallas Mavericks,22:30,1,3,0.333,0,1,0.0,2,2,1.0,1,2,3,2,0,1,2,3,4,-9,22:30,0.515,0.333,0.333,0.667,5.6,8.7,7.4,13.8,0.0,4.2,34.0,12.6,92.0,103.0,20220313
3279,Maxi Kleber,Dallas Mavericks,28:49,0,2,0.0,0,1,0.0,0,0,0.0,1,12,13,0,0,3,1,3,0,7,28:49,0.0,0.0,0.5,0.0,4.4,40.8,24.9,0.0,0.0,9.8,33.3,5.0,26.0,87.0,20220313
3280,Josh Green,Dallas Mavericks,16:35,4,7,0.571,1,3,0.333,0,0,0.0,1,0,1,0,0,0,2,5,9,-10,16:35,0.643,0.643,0.429,0.0,7.6,0.0,3.3,0.0,0.0,0.0,22.2,26.2,91.0,109.0,20220313
3281,Trey Burke,Dallas Mavericks,11:02,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,-5,11:02,0.25,0.25,0.25,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,17.5,64.0,110.0,20220313
3282,Dāvis Bertāns,Dallas Mavericks,6:01,1,3,0.333,1,3,0.333,0,0,0.0,0,3,3,0,1,0,0,0,3,5,6:01,0.5,0.5,1.0,0.0,0.0,48.8,27.5,0.0,8.5,0.0,0.0,24.1,91.0,71.0,20220313
3283,Sterling Brown,Dallas Mavericks,3:54,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-4,3:54,0.0,0.0,0.5,0.0,0.0,25.1,14.1,0.0,0.0,0.0,0.0,24.8,0.0,100.0,20220313
3284,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220313
3285,Frank Ntilikina,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220313
3286,Team Totals,Dallas Mavericks,240,33,74,0.446,15,37,0.405,14,19,0.737,4,38,42,20,7,5,17,16,95,0,240,0.577,0.547,0.5,0.257,10.5,77.6,48.3,60.6,7.5,9.8,17.1,100.0,101.4,98.2,20220313
3287,Luka Dončić,Dallas Mavericks,38:46,14,26,0.538,5,12,0.417,4,4,1.0,0,9,9,9,2,1,4,2,37,-4,38:46,0.666,0.635,0.462,0.154,0.0,23.7,13.6,47.1,2.8,1.9,12.6,38.8,129.0,115.0,20220316
3288,Jalen Brunson,Dallas Mavericks,34:27,8,15,0.533,1,3,0.333,1,1,1.0,1,4,5,3,0,0,2,1,18,7,34:27,0.583,0.567,0.2,0.067,4.0,11.9,8.5,14.0,0.0,0.0,11.5,24.0,115.0,128.0,20220316
3289,Dorian Finney-Smith,Dallas Mavericks,33:43,3,6,0.5,1,3,0.333,2,2,1.0,2,4,6,0,0,0,2,5,9,10,33:43,0.654,0.583,0.5,0.333,8.1,12.1,10.4,0.0,0.0,0.0,22.5,12.5,112.0,128.0,20220316
3290,Spencer Dinwiddie,Dallas Mavericks,33:17,6,14,0.429,2,6,0.333,8,8,1.0,1,3,4,3,3,0,1,3,22,-4,33:17,0.628,0.5,0.429,0.571,4.1,9.2,7.0,13.4,4.9,0.0,5.4,26.4,136.0,118.0,20220316
3291,Dwight Powell,Dallas Mavericks,29:50,5,7,0.714,0,0,0.0,2,2,1.0,4,2,6,2,0,1,0,0,12,-5,29:50,0.761,0.714,0.0,0.286,18.4,6.8,11.8,9.8,0.0,2.5,0.0,12.5,176.0,129.0,20220316
3292,Maxi Kleber,Dallas Mavericks,30:14,1,5,0.2,0,4,0.0,2,2,1.0,1,4,5,3,0,0,1,3,4,7,30:14,0.34,0.2,0.8,0.4,4.5,13.5,9.7,12.1,0.0,0.0,14.5,10.8,95.0,127.0,20220316
3293,Josh Green,Dallas Mavericks,17:54,2,6,0.333,2,4,0.5,0,0,0.0,0,1,1,1,0,0,0,1,6,2,17:54,0.5,0.5,0.667,0.0,0.0,5.7,3.3,7.5,0.0,0.0,0.0,15.9,114.0,131.0,20220316
3294,Dāvis Bertāns,Dallas Mavericks,9:16,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,3,6,9:16,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,300.0,134.0,20220316
3295,Sterling Brown,Dallas Mavericks,9:06,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,-9,9:06,0.333,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,74.0,134.0,20220316
3296,Frank Ntilikina,Dallas Mavericks,3:27,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,3:27,0.0,0.0,0.0,0.0,0.0,29.6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,20220316
3297,Boban Marjanović,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220316
3298,Trey Burke,Dallas Mavericks,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20220316
3299,Team Totals,Dallas Mavericks,240,41,83,0.494,12,34,0.353,19,19,1.0,9,28,37,21,5,2,10,17,113,0,240,0.618,0.566,0.41,0.229,25.7,59.6,45.1,51.2,5.6,3.1,9.9,100.0,127.6,125.3,20220316
